355,335
581,457
429,171
359,950
235,352
290,729
235,352
1,522,864
1,245,980
648,740
770,662
738,358
318,417
308,172
586,072
378,409
309,188
275,961
272,270
235,352
1,781,290
1,003,983
1,576,395
1,130,611
696,826
561,522
334,199
673,752
327,647
313,064
858,342
484,548
272,270
256,349
267,655
239,966
1,425,955
2,062,789
1,684,380
673,752
484,825
470,703
2,275,067
576,843
424,556
299,912
227,461
646,064
581,457
313,802
590,687
350,720
299,958
272,270
258,425
244,581
2,335,058
1,241,550
1,573,626
1,445,798
761,432
756,817
461,474
383,023
650,678
479,933
342,691
327,647
313,802
244,581
2,526,109
1,328,676
570,382
710,670
489,162
419,941
296,959
539,925
447,630
299,958
253,811
267,655
226,122
410,712
669,783
355,335
369,179
190,035
562,998
355,335
270,931
224,830
294,420
244,581
226,122
249,196
443,015
369,179
226,215
214,170
461,474
724,514
456,859
327,647
267,655
2,441,197
747,588
739,004
784,506
443,015
383,023
346,106
1,181,373
2,814,991
1,153,685
1,315,755
682,982
978,325
1,743,956
267,655
553,769
263,040
401,482
152,286
147,579
221,508
439,323
151,363
11,499,932
1,467,487
835,268
5,426,242
3,950,217
2,592,099
2,238,149
1,401,127
1,315,201
591,933
